,index,username,tweetcreatedts,text,text_length,BERT_processed_text,BERT_processed_text_length,sentiments
138,34,rockinruth,2020-07-08 17:10:48,"former wp hougang mp png eng huat revealed this morning how letters to residents from gov agencies regarding appeals refer to the unelected pap grassroots advisor lee hong chuang as "" mp of hougang "".",35,"[CLS] former wp hougang mp png eng huat revealed this morning how letters to residents from gov agencies regarding appeals refer to the unelected pap grassroots advisor lee hong chuang as "" mp of hougang "".",47,neutral
139,119,guanyinmiao,2020-07-08 14:57:36,"the only that im watching featuring standing amongst other giants . a lot of discussions about the pap and oppositions campaign tactics , length of campaigning , disenfranchisement of youth voices and crystal ball watching of the results .",39,"[CLS] the only that im watching featuring standing amongst other giants . a lot of discussions about the pap and oppositions campaign tactics , length of campaigning , disenfranchisement of youth voices and crystal ball watching of the results .",46,negative
140,366,leegyj,2020-07-08 09:36:18,yeah vote workers party cause only they care for the elderly / disabled . just judge everything you see online guys . pap never kneel down and talk to him . vote for blue cause white stand up . i love my country .,44,[CLS] yeah vote workers party cause only they care for the elderly / disabled . just judge everything you see online guys . pap never kneel down and talk to him . vote for blue cause white stand up . i love my country .,46,negative
141,438,bikokueh,2020-07-08 07:34:51,"wow , looks like pap candidate for aljunied grc shamsul kamar has indeed done a lot as a grassroots adviser for the residents of kaki bukit ward . he deserves another five - year term as grassroots adviser !",39,"[CLS] wow , looks like pap candidate for aljunied grc shamsul kamar has indeed done a lot as a grassroots adviser for the residents of kaki bukit ward . he deserves another five - year term as grassroots adviser !",46,positive
142,1033,eddyyyio,2020-07-07 13:31:29,"pap candidate for sengkang grc dr lam pin min looking very relieved after his old ward , sengkang west smc , was folded into the grc after last year ' s personal mobility device ban .",36,"[CLS] pap candidate for sengkang grc dr lam pin min looking very relieved after his old ward , sengkang west smc , was folded into the grc after last year ' s personal mobility device ban .",46,neutral
143,194,sitinurun,2020-07-08 13:36:04,"detailed projection of possible outcomes so , there is no necessity to fear that the pap would go out of power . in fact , the reverse is possible if voters are complacent : a wipeout of the opposition .",40,"[CLS] detailed projection of possible outcomes so , there is no necessity to fear that the pap would go out of power . in fact , the reverse is possible if voters are complacent : a wipeout of the opposition .",45,negative
144,839,sgelection,2020-07-07 16:39:09,"these thresholds have come to indicate the relative degree of satisfaction with the pap since it has been so overwhelmingly dominant for so long . this remains the case even though they have no practical effect on pap governance and control ,",42,"[CLS] these thresholds have come to indicate the relative degree of satisfaction with the pap since it has been so overwhelmingly dominant for so long . this remains the case even though they have no practical effect on pap governance and control ,",45,negative
145,909,ntylk,2020-07-07 15:36:01,sadly the majority voters who are of our parents age may not be involved online that much listening to the alternative voices and remain supportive of pap . such a great move by ruling party to call in the election at this time .,44,[CLS] sadly the majority voters who are of our parents age may not be involved online that much listening to the alternative voices and remain supportive of pap . such a great move by ruling party to call in the election at this time .,45,positive
146,120,sgelection,2020-07-08 14:57:24,"singaporeans , i urge you to place your votes with courage . we will still have our stable government but made better with the voices of the opposition . we need to remember , pap does not have a monopoly of ideas .",43,"[CLS] singaporeans , i urge you to place your votes with courage . we will still have our stable government but made better with the voices of the opposition . we need to remember , pap does not have a monopoly of ideas .",45,negative
147,285,nazeem,2020-07-08 11:38:13,"oh please pap stop telling us about amenities . i want you to not increase gst , give elderly money , increase our pay , lower the housing and living costs and give me back my cpf when i turn 60 !",42,"[CLS] oh please pap stop telling us about amenities . i want you to not increase gst , give elderly money , increase our pay , lower the housing and living costs and give me back my cpf when i turn 60 !",45,negative
148,1885,199thDan,2020-07-06 14:47:29,"stop saying how many new mrt lines and stations are going to be built for your town like a gift from pap ! whether you vote for pap or opposition , smrt is still gonna build those lines and stations !",41,"[CLS] stop saying how many new mrt lines and stations are going to be built for your town like a gift from pap ! whether you vote for pap or opposition , smrt is still gonna build those lines and stations !",45,negative
149,808,tokweisin,2020-07-07 17:43:11,traditionally female voters have favored the pap in singapore elections . worker ' s party has directly focused on women ' s issues in the campaign aiming to widen its appeal . ( see video link below ) reflects greater attention to inequality in,44,[CLS] traditionally female voters have favored the pap in singapore elections . worker ' s party has directly focused on women ' s issues in the campaign aiming to widen its appeal . ( see video link below ) reflects greater attention to inequality in,45,neutral
150,1732,BenChiaCars,2020-07-06 16:35:16,"make no mistake , their chances of a strong mandate has been drastically reduced , and a lot of it is of their own doing . if anything , this could very well be the election where the the self - destruct button .",44,"[CLS] make no mistake , their chances of a strong mandate has been drastically reduced , and a lot of it is of their own doing . if anything , this could very well be the election where the the self - destruct button .",45,negative
151,370,aurora_aruna,2020-07-08 09:31:43,""" finally , the paps insistence on a strong mandate strikes a discordant note ... to equate national unity with voting pap is precisely the kind of partisanship that can sow unnecessary division .""",34,"[CLS] "" finally , the paps insistence on a strong mandate strikes a discordant note ... to equate national unity with voting pap is precisely the kind of partisanship that can sow unnecessary division .""",45,negative
152,1166,Michael65413248,2020-07-07 11:12:43,dear . you know we always rt you . now there is no response when we rt our own tweets . did the singapore ruling party pap pay twitter to do this to us ? please help and advise . thanks .,42,[CLS] dear . you know we always rt you . now there is no response when we rt our own tweets . did the singapore ruling party pap pay twitter to do this to us ? please help and advise . thanks .,45,negative
153,531,amit_choubey,2020-07-08 05:25:02,""" opposition parties have traditionally commanded greater participation and excitement during their live rallies , in contrast with the rather limp rallies that the pap has been able to muster .""- assoc . prof . kenneth paul tan on singapore :",41,"[CLS] "" opposition parties have traditionally commanded greater participation and excitement during their live rallies , in contrast with the rather limp rallies that the pap has been able to muster .""- assoc . prof . kenneth paul tan on singapore :",45,negative
154,2003,sgpoliticswoke,2020-07-06 13:58:15,"my second point is that observing the current opposition pool , i still believe pap will win majority of the seats anyway . given a majority in parliament , they will still have more than enough mps to make up the cabinet .",43,"[CLS] my second point is that observing the current opposition pool , i still believe pap will win majority of the seats anyway . given a majority in parliament , they will still have more than enough mps to make up the cabinet .",44,negative
155,292,syaosakucouple,2020-07-08 11:28:55,can someone remind of what did pap promised for tampines ? i only remembered a list of things done rather than things they will do . other than son of punggol promising to walk the grounds if elected .,39,[CLS] can someone remind of what did pap promised for tampines ? i only remembered a list of things done rather than things they will do . other than son of punggol promising to walk the grounds if elected .,44,neutral
156,1358,woolalahh,2020-07-07 06:28:34,"the wp has cleverly turned the extreme unfairness of pap losers being appointed pa grassroots advisors into a "" buy 1 get 1 free "" promotion to ask residents to vote wp and have 2 parties serving them .",39,"[CLS] the wp has cleverly turned the extreme unfairness of pap losers being appointed pa grassroots advisors into a "" buy 1 get 1 free "" promotion to ask residents to vote wp and have 2 parties serving them .",44,negative
157,2192,kaixax555,2020-07-06 12:43:14,"the anchor minister is supposed to bolster the pap side by adding someone with strong portfolio to the team . now the dilemma for some people is "" if i give opposition a chance , i would lose a minister "".",41,"[CLS] the anchor minister is supposed to bolster the pap side by adding someone with strong portfolio to the team . now the dilemma for some people is "" if i give opposition a chance , i would lose a minister "".",44,negative
158,478,chapalangkucing,2020-07-08 06:44:53,"social media may be mocking the pap ' s response to raeesah khan , but the real audience are the folks who rely only on skewed mainstream media reports and think she ' s a shameless racist .",38,"[CLS] social media may be mocking the pap ' s response to raeesah khan , but the real audience are the folks who rely only on skewed mainstream media reports and think she ' s a shameless racist .",44,negative
159,203,souterrain,2020-07-08 13:28:30,"in a roundabout way , chan chun sing has confirmed that the pap is using the covid - 19 crisis as a means to have them re - elected given that their votes have been falling over the last 50 years .",42,"[CLS] in a roundabout way , chan chun sing has confirmed that the pap is using the covid - 19 crisis as a means to have them re - elected given that their votes have been falling over the last 50 years .",44,negative
160,1153,shama277,2020-07-07 11:39:25,"this is chinese privilege is it not ? so fast to come down on raessah khan but this kind of blatant shit has been going on for years ! pap , this one don ' t matter ah ?",39,"[CLS] this is chinese privilege is it not ? so fast to come down on raessah khan but this kind of blatant shit has been going on for years ! pap , this one don ' t matter ah ?",44,negative
161,189,ujitanx,2020-07-08 13:40:39,"pap candidate for tampines grc dr koh poh koon : son of punggol , then son of ang mo kio , now son of tampines . many , many families .",31,"[CLS] pap candidate for tampines grc dr koh poh koon : son of punggol , then son of ang mo kio , now son of tampines . many , many families .",43,neutral
162,130,louisfishy,2020-07-08 14:45:16,"tomorrow is cooling off day . yes , another curb on democracy brought to you by the pap . citizens however may dessiminate personal views on any media . so let ' s blaze off tmr . .",38,"[CLS] tomorrow is cooling off day . yes , another curb on democracy brought to you by the pap . citizens however may dessiminate personal views on any media . so let ' s blaze off tmr . .",43,negative
163,618,SoCalledFarhan,2020-07-08 03:50:20,"hahahhahaha of course the reform party clown doesn ' t turn up to record bruh pls la kenneth just tell us how much pap is funding yall to be proper clowns , can ?",34,"[CLS] hahahhahaha of course the reform party clown doesn ' t turn up to record bruh pls la kenneth just tell us how much pap is funding yall to be proper clowns , can ?",43,negative
164,278,JJ_Angelus,2020-07-08 11:50:49,so the guy who posted ms raeesah khan comments isn ' t even from pap . he was an opposition supporter all along and even applied for sdp membership in the past but got rejected for another reason .,39,[CLS] so the guy who posted ms raeesah khan comments isn ' t even from pap . he was an opposition supporter all along and even applied for sdp membership in the past but got rejected for another reason .,43,negative
165,1387,danielfyork,2020-07-07 05:30:28,"raeesah is the embodiment of the global activist movement today : young , loud and not white . the pap positioning themselves against her means they are also standing against a growing increasingly upset community ...",36,"[CLS] raeesah is the embodiment of the global activist movement today : young , loud and not white . the pap positioning themselves against her means they are also standing against a growing increasingly upset community ...",43,negative
166,1367,lilyrayly,2020-07-07 06:05:58,": to help the pap and singapore improve , im voting opposition . same . no one wants them to implode . just more balance and for them to improve within . for our own good and theirs . via",40,"[CLS] : to help the pap and singapore improve , im voting opposition . same . no one wants them to implode . just more balance and for them to improve within . for our own good and theirs . via",43,negative
167,1761,BenChiaCars,2020-07-06 16:09:19,something about the s behaviour during this very sad . far more defensive than usual and resorting to petty hypocritical attacks to deflect . it all feels a bit ... trump - ian ?,34,[CLS] something about the s behaviour during this very sad . far more defensive than usual and resorting to petty hypocritical attacks to deflect . it all feels a bit ... trump - ian ?,43,negative
168,1344,ickacangmachine,2020-07-07 06:59:48,"singapore has a dominant party system that isnt going to crack in , making these elections a mind game : a strong mandate for the pap is about perception , not whats constitutionally required to govern decisively .",38,"[CLS] singapore has a dominant party system that isnt going to crack in , making these elections a mind game : a strong mandate for the pap is about perception , not whats constitutionally required to govern decisively .",43,negative
169,1470,Mark_Markgraf,2020-07-07 03:17:20,"malaysian , thai tourism agencies ride on singapore deputy prime ministers nomination day speech fumble pap ' s heng swee keat will contest the east coast grc in friday against the team which includes nicole seah .",37,"[CLS] malaysian , thai tourism agencies ride on singapore deputy prime ministers nomination day speech fumble pap ' s heng swee keat will contest the east coast grc in friday against the team which includes nicole seah .",43,neutral
170,1199,Distant_Witness,2020-07-07 10:38:03,"esm goh chok tong , mparader himself , is trying to support the pap from behind by tweeting about the aspirations of singaporean youth and how they should be supported . maybe too late",34,"[CLS] esm goh chok tong , mparader himself , is trying to support the pap from behind by tweeting about the aspirations of singaporean youth and how they should be supported . maybe too late",43,negative
171,251,sgpoliticswoke,2020-07-08 12:34:47,"pap election results since 1968 looks like the consensus is that pap will get a significant vote share for , and it comes down to the how high or low the percentage is , as a proxy for voter sentiment",40,"[CLS] pap election results since 1968 looks like the consensus is that pap will get a significant vote share for , and it comes down to the how high or low the percentage is , as a proxy for voter sentiment",42,neutral
172,1111,stanleykee5,2020-07-07 12:24:48,": pap marsiling - yew tee grc candidate lawrence wong , co - chair of the covid - 19 taskforce , speaks during a constituency political broadcast yesterday . for more quotes : follow our at",36,"[CLS] : pap marsiling - yew tee grc candidate lawrence wong , co - chair of the covid - 19 taskforce , speaks during a constituency political broadcast yesterday . for more quotes : follow our at",42,neutral
173,615,rogersoh,2020-07-08 03:56:48,"pap secretary - general lee hsien loong cautioned singaporeans on the promises made by the opposition . he stressed that with the pap , you know that when we promise anything , we will deliver .",36,"[CLS] pap secretary - general lee hsien loong cautioned singaporeans on the promises made by the opposition . he stressed that with the pap , you know that when we promise anything , we will deliver .",42,negative
174,707,veterantrash,2020-07-08 01:12:04,pap making up for their shocking lack of indian candidates by having their chinese candidates mangle a token line or two in tamil . is this what multicultural representation looks like in 2020 ? dont patronise me .,38,[CLS] pap making up for their shocking lack of indian candidates by having their chinese candidates mangle a token line or two in tamil . is this what multicultural representation looks like in 2020 ? dont patronise me .,42,negative
175,912,syaosakucouple,2020-07-07 15:33:54,if you want to know why pap is so eager to hold election now when they can block physical rallies and control broadcast on msm then look no further than this photo showing turnout for past rallies . :,39,[CLS] if you want to know why pap is so eager to hold election now when they can block physical rallies and control broadcast on msm then look no further than this photo showing turnout for past rallies . :,41,negative
176,984,dk,2020-07-07 14:12:20,so my dad told me that the pap candidate for our grc came by few days ago when im not at home . i ask him whats his name and my dad cant remember . lol,36,[CLS] so my dad told me that the pap candidate for our grc came by few days ago when im not at home . i ask him whats his name and my dad cant remember . lol,41,neutral
177,586,YeniusPotato,2020-07-08 04:30:32,"either pap has not read wps manifesto as claimed on tv , or pm lee is illiterate , or hes a liar . you go guess which . can we talk about actual issues please ?",36,"[CLS] either pap has not read wps manifesto as claimed on tv , or pm lee is illiterate , or hes a liar . you go guess which . can we talk about actual issues please ?",41,negative
178,1112,lmaotzeyenn,2020-07-07 12:24:36,so all e pap rhetoric against based on the malicious and seemingly unhinged behavior of a man who is now also under police investigation . i don ' t have what it takes for the mind gymnastics .,38,[CLS] so all e pap rhetoric against based on the malicious and seemingly unhinged behavior of a man who is now also under police investigation . i don ' t have what it takes for the mind gymnastics .,41,negative
179,265,syaosakucouple,2020-07-08 12:09:39,yall know at this rate tampines ' s pap team can just be a nice collection of people that can ' t stand up to wp in a one - on - one smc fight,35,[CLS] yall know at this rate tampines ' s pap team can just be a nice collection of people that can ' t stand up to wp in a one - on - one smc fight,41,negative
180,1828,aymangee_,2020-07-06 15:17:58,the pap campaign focus so far has been more about why having any opposition mps elected is so dangerous to governing singapore than about what the pap is offering to mitigate the many pressing challenges facing us .,38,[CLS] the pap campaign focus so far has been more about why having any opposition mps elected is so dangerous to governing singapore than about what the pap is offering to mitigate the many pressing challenges facing us .,41,negative
181,891,palanikumarpk86,2020-07-07 15:55:50,"[ tune in ] join us on straight talk with pap our strategies for an inclusive society , with senior minister tharman shanmugaratnam at 12 : 30pm live on facebook and youtube .",33,"[CLS] [ tune in ] join us on straight talk with pap our strategies for an inclusive society , with senior minister tharman shanmugaratnam at 12 : 30pm live on facebook and youtube .",40,neutral
182,372,Singapornografi,2020-07-08 09:27:40,"why the pap needs a "" strong mandate "" is it a really thin skin ? or the need to be able to function like an authoritarian state ? to avoid answering point - blank questions in parliament ?",39,"[CLS] why the pap needs a "" strong mandate "" is it a really thin skin ? or the need to be able to function like an authoritarian state ? to avoid answering point - blank questions in parliament ?",40,negative
183,568,shaznasim_,2020-07-08 04:42:09,"why does the pap get half the time to itself for the live debate while wp , psp and sdp must share the remaining half ? shouldn ' t all 4 parties get equal time ?",36,"[CLS] why does the pap get half the time to itself for the live debate while wp , psp and sdp must share the remaining half ? shouldn ' t all 4 parties get equal time ?",40,negative
184,1126,Noreenamo,2020-07-07 12:14:51,the pap ' s pitch to help the sandwiched - class young families is .... wait for it ... kampung spirit . hahahahhahahahahah,23,[CLS] the pap ' s pitch to help the sandwiched - class young families is .... wait for it ... kampung spirit . hahahahhahahahahah,40,neutral
185,1870,rysherreiss,2020-07-06 14:54:31,": the workers ' party ' s candidate jamus lim in his wrap - up speech at the end of a televised debate with sdp , psp , and pap . read : follow our at",36,"[CLS] : the workers ' party ' s candidate jamus lim in his wrap - up speech at the end of a televised debate with sdp , psp , and pap . read : follow our at",40,neutral
186,289,k0reanbigminion,2020-07-08 11:34:09,my boomer - generation grandparents ( east coast grc ) werent even interested in hearing about wps policies ; they were adamant about voting pap for the sake of block / walkway renovations and loyalty,35,[CLS] my boomer - generation grandparents ( east coast grc ) werent even interested in hearing about wps policies ; they were adamant about voting pap for the sake of block / walkway renovations and loyalty,40,negative
187,436,bikokueh,2020-07-08 07:37:14,from oct 2019 : pritam described how opposition constituency improvement projects require approval from unelected pap members controlling funds via the pa . he alleged that pa often ignored project proposals by elected opposition mps .,36,[CLS] from oct 2019 : pritam described how opposition constituency improvement projects require approval from unelected pap members controlling funds via the pa . he alleged that pa often ignored project proposals by elected opposition mps .,40,negative
188,170,FaizJambang,2020-07-08 14:15:08,": "" what we ' re trying to deny the pap is not a mandate . what we ' re trying to deny them is a blank cheque ."" wp ' s jamus lim",34,"[CLS] : "" what we ' re trying to deny the pap is not a mandate . what we ' re trying to deny them is a blank cheque ."" wp ' s jamus lim",39,negative
189,656,KingPotates,2020-07-08 02:55:20,"a police report has been made , this time against paps most recent press statement for online falsehoods and for promoting enmity between different racial groups under section 298a of the penal code .",34,"[CLS] a police report has been made , this time against paps most recent press statement for online falsehoods and for promoting enmity between different racial groups under section 298a of the penal code .",39,negative
190,1434,chatorageux,2020-07-07 04:06:38,we don ' t need to downplay the tenacity and success of pap candidates who made it through their tough lives we just need to acknowledge the mountain of corpses that they stand on .,35,[CLS] we don ' t need to downplay the tenacity and success of pap candidates who made it through their tough lives we just need to acknowledge the mountain of corpses that they stand on .,39,positive
191,1114,Gyeran5,2020-07-07 12:22:39,pm lee clearly lacks faith in 4g leaders taking us out of the covid crisis . a strong government is more important than a strong pap . they alone cannot represent all of our voices .,36,[CLS] pm lee clearly lacks faith in 4g leaders taking us out of the covid crisis . a strong government is more important than a strong pap . they alone cannot represent all of our voices .,39,negative
192,1738,BenChiaCars,2020-07-06 16:31:22,"to be honest , going into this , i really thought that score a pretty solid win , if nothing else but because they just gave out billions of dollars to the people during covid - 19",37,"[CLS] to be honest , going into this , i really thought that score a pretty solid win , if nothing else but because they just gave out billions of dollars to the people during covid - 19",38,negative
193,443,KDEVANS81,2020-07-08 07:28:16,ok i am done . i lost respect for tharman . this is . not only is this patently false but it shows the pap is never on the side of justice and equality .,35,[CLS] ok i am done . i lost respect for tharman . this is . not only is this patently false but it shows the pap is never on the side of justice and equality .,38,negative
194,1685,pratakink,2020-07-06 17:40:30,i am 80 years old . why am i running for ge ? the pap is not as before . its lost its way can we all just adopt tan cheng bock as our collective grandpa,36,[CLS] i am 80 years old . why am i running for ge ? the pap is not as before . its lost its way can we all just adopt tan cheng bock as our collective grandpa,38,negative
195,1089,syaosakucouple,2020-07-07 12:40:21,why do pap like to bring up government level projects for their constituency as though it is a town council level initiative . these projects will still go on no matter who win the election .,36,[CLS] why do pap like to bring up government level projects for their constituency as though it is a town council level initiative . these projects will still go on no matter who win the election .,37,negative
196,374,carlacastle_,2020-07-08 09:26:05,hey i still think pap is a great party its just that some opposition has promising policies that i - i only vote for the party with actual experience ! dont rock the boat,34,[CLS] hey i still think pap is a great party its just that some opposition has promising policies that i - i only vote for the party with actual experience ! dont rock the boat,36,positive
197,1396,asdfghjkrose,2020-07-07 05:17:28,""" tall order , the goh chok tong story "" basically highlights how the grc system is built to sneak new pap candidates in while ousting stronger opposition leaders .",30,"[CLS] "" tall order , the goh chok tong story "" basically highlights how the grc system is built to sneak new pap candidates in while ousting stronger opposition leaders .",36,negative
198,165,FaizJambang,2020-07-08 14:22:49,what we are trying to deny the pap isnt a mandate . what were trying to deny them is a blank cheque . - ( vid credit : channel 5 ),31,[CLS] what we are trying to deny the pap isnt a mandate . what were trying to deny them is a blank cheque . - ( vid credit : channel 5 ),35,negative
199,806,199thDan,2020-07-07 17:54:16,i find it offensive that the pap keeps trying to steer voters into analyzing petty semantics on social media posts instead of encouraging deeper and more critical thinking about their roles as voters .,34,[CLS] i find it offensive that the pap keeps trying to steer voters into analyzing petty semantics on social media posts instead of encouraging deeper and more critical thinking about their roles as voters .,35,negative
200,2196,harishpillay,2020-07-06 12:42:20,"ideally yes but pofma has to be directed by a minister , which , you guessed it , is from the pap . ownself check ownself my foot",28,"[CLS] ideally yes but pofma has to be directed by a minister , which , you guessed it , is from the pap . ownself check ownself my foot",35,negative
201,177,ho_jenhoek,2020-07-08 14:01:06,can pap antis just stop it now ? stop wasting the resources of our police force ! july please arrive sooner . * since when so many hashtags appeared for ?,31,[CLS] can pap antis just stop it now ? stop wasting the resources of our police force ! july please arrive sooner . * since when so many hashtags appeared for ?,35,negative
202,1000,nas_craxz,2020-07-07 13:54:24,"pap u ok anot ? first wear mask upside down , now poster also put upside down ? simple thing also can cock up , how to vote for you like that ?",33,"[CLS] pap u ok anot ? first wear mask upside down , now poster also put upside down ? simple thing also can cock up , how to vote for you like that ?",35,negative
203,2233,andrewhahalee,2020-07-06 12:30:36,"when singapore needs someone to take charge of trade , they bring in an army general . new zealand brought in a bachelor in commerce and a senior member of the foreign exchange committee .",35,"[CLS] when singapore needs someone to take charge of trade , they bring in an army general . new zealand brought in a bachelor in commerce and a senior member of the foreign exchange committee .",35,neutral
204,1748,Denise_cql,2020-07-06 16:17:32,"dont vote opposition for the sake of it , vote because they have an alternative plan and opinion and not just spew i hate the pap i love sg vote for me",32,"[CLS] dont vote opposition for the sake of it , vote because they have an alternative plan and opinion and not just spew i hate the pap i love sg vote for me",35,negative
205,42,TunFucksal,2020-07-08 16:47:48,good breakdown by subra thiru on pap ' s electoral advantages and hot seats in the large voting swings needed to secure seats and the challenges facing opposition parties .,30,[CLS] good breakdown by subra thiru on pap ' s electoral advantages and hot seats in the large voting swings needed to secure seats and the challenges facing opposition parties .,34,neutral
206,728,harishpillay,2020-07-08 00:14:23,this is saying alot . we need to reset the trust and honesty in government and the only way is with a multiparty parliament for good checks and balances .,30,[CLS] this is saying alot . we need to reset the trust and honesty in government and the only way is with a multiparty parliament for good checks and balances .,34,negative
207,2342,Meowlikecat963,2020-07-06 11:55:08,"if you cannot afford to help the alternative parties in their or other physical outreach efforts , consider donating to them instead . the pap has a massive advantage in funding .",32,"[CLS] if you cannot afford to help the alternative parties in their or other physical outreach efforts , consider donating to them instead . the pap has a massive advantage in funding .",34,negative
208,2235,andrewhahalee,2020-07-06 12:30:03,"when singapore needs someone to take charge of education , they bring in an army general . south korea brought in a double mba holder and a former chairman of the student council .",34,"[CLS] when singapore needs someone to take charge of education , they bring in an army general . south korea brought in a double mba holder and a former chairman of the student council .",34,negative
209,262,olive_lime,2020-07-08 12:16:25,yes covid - 19 is an unprecedented crisis we all know that . yet you pap messed up the handling of the foreign workers ! shame on you josephine teo !,31,[CLS] yes covid - 19 is an unprecedented crisis we all know that . yet you pap messed up the handling of the foreign workers ! shame on you josephine teo !,34,negative
210,88,Neoogan94,2020-07-08 15:25:35,"one person we need inside parliament urgently is proven global expertise / also gd leader for u . course if can . pse vote unlike pap politicians , experts matter .",31,"[CLS] one person we need inside parliament urgently is proven global expertise / also gd leader for u . course if can . pse vote unlike pap politicians , experts matter .",34,negative
211,2308,claytapult,2020-07-06 12:04:57,"when did the malay word for party became partai ? it ' s parti , no ? who translated this shit and not get it vetted by malay teachers ?!",30,"[CLS] when did the malay word for party became partai ? it ' s parti , no ? who translated this shit and not get it vetted by malay teachers ?!",34,negative
212,1320,syaosakucouple,2020-07-07 07:31:31,spot on . government can have good response and there can be opposition parties . if the pap loses good ministers - that ' s the fault of the grc system,31,[CLS] spot on . government can have good response and there can be opposition parties . if the pap loses good ministers - that ' s the fault of the grc system,33,negative
213,494,xtemujin,2020-07-08 06:23:28,"2020 ge s ' pore , west coast grc , quite rare to see the opposition party psp poster above pap , near the river valley high school .",29,"[CLS] 2020 ge s ' pore , west coast grc , quite rare to see the opposition party psp poster above pap , near the river valley high school .",33,neutral
214,730,lilyrayly,2020-07-08 00:03:40,wont pofma eventually backfire on pap ? they do their fair share of big words and baseless comments too . or will they forever be shielded .,27,[CLS] wont pofma eventually backfire on pap ? they do their fair share of big words and baseless comments too . or will they forever be shielded .,33,negative
215,234,ZhakiCNA,2020-07-08 12:54:49,"this jalan besar candidate for poked fun at on social media for a couple of his speeches , but he takes it on the chin and says he laughs these things off",32,"[CLS] this jalan besar candidate for poked fun at on social media for a couple of his speeches , but he takes it on the chin and says he laughs these things off",33,negative
216,195,MOHDALI5963,2020-07-08 13:35:46,police report made against raeesah of wp which was followed by police report made against the pap candidate . this is what we saw as reported in media .,29,[CLS] police report made against raeesah of wp which was followed by police report made against the pap candidate . this is what we saw as reported in media .,33,negative
217,660,trishayy24,2020-07-08 02:50:38,"as pap heng swee keat continues to challenge sdp ' s assertion that a 10 million population was mooted , messages like these are being shared online",27,"[CLS] as pap heng swee keat continues to challenge sdp ' s assertion that a 10 million population was mooted , messages like these are being shared online",33,negative
218,518,loronglornie,2020-07-08 05:43:49,we need people who are literally closer to the round to represent us . i have not seen my pap mp in the estate over the past year at least .,31,[CLS] we need people who are literally closer to the round to represent us . i have not seen my pap mp in the estate over the past year at least .,32,neutral
219,275,DrFaishal,2020-07-08 11:53:25,"our home , our nee soon . vote for the pap ! we shall emerge stronger , together ! published by and at the directions of muhammad faishal ibrahim",29,"[CLS] our home , our nee soon . vote for the pap ! we shall emerge stronger , together ! published by and at the directions of muhammad faishal ibrahim",32,neutral
220,547,MrAbbyy,2020-07-08 04:56:50,[ breaking ] the pap has issued a press statement on with regard to the workers partys position on sengkang candidate ms raeesah khan .,25,[CLS] [ breaking ] the pap has issued a press statement on with regard to the workers partys position on sengkang candidate ms raeesah khan .,32,negative
221,1,aligoatie,2020-07-08 23:58:05,if shes not worthy of being considered as an mp then please remove all the pap mps whove made racist / racially insensitive remarks as well,26,[CLS] if shes not worthy of being considered as an mp then please remove all the pap mps whove made racist / racially insensitive remarks as well,32,negative
222,1411,FarezJuraimiCNA,2020-07-07 04:52:18,"pm also quoted his dad and former pm lee kuan yew , who said mps should cultivate dog loyalty and not cat loyalty with voters . my latest for",29,"[CLS] pm also quoted his dad and former pm lee kuan yew , who said mps should cultivate dog loyalty and not cat loyalty with voters . my latest for",32,negative
223,2074,MelodyOvitsky,2020-07-06 13:30:25,"they show no recognition that we are facing the crisis of a generation , claimed lee , who is secretary - general of the ruling peoples action party ( pap )",31,"[CLS] they show no recognition that we are facing the crisis of a generation , claimed lee , who is secretary - general of the ruling peoples action party ( pap )",32,negative
224,682,jalaltarmizdi,2020-07-08 02:05:53,""" the pap shouldnt just throw around this ' need for strong and clear mandate '. what does it mean by it ?"" - veteran journalist bertha henson",28,"[CLS] "" the pap shouldnt just throw around this ' need for strong and clear mandate '. what does it mean by it ?"" - veteran journalist bertha henson",32,negative
225,1143,andrewhahalee,2020-07-07 11:48:18,"the fear of the loss of power is not something to be brushed off casually as something normal . rather , it ' s an indication of a much deeper problem .",32,"[CLS] the fear of the loss of power is not something to be brushed off casually as something normal . rather , it ' s an indication of a much deeper problem .",32,negative
226,1637,Douglas_Tham,2020-07-06 20:19:08,"ive been trying to find the difference between president xi , putin , trump and the pap and i wasnt surprised when i couldnt find any .",27,"[CLS] ive been trying to find the difference between president xi , putin , trump and the pap and i wasnt surprised when i couldnt find any .",31,negative
227,394,t_phuck,2020-07-08 08:27:32,""" we cannot allow the pap to implement policies at their sole discretion , increase the charges as and when they like ,"" said mr low , 63 .",29,"[CLS] "" we cannot allow the pap to implement policies at their sole discretion , increase the charges as and when they like ,"" said mr low , 63 .",31,negative
228,510,BusinessTimes,2020-07-08 05:49:58,"singapore democratic party chairman paul tambyah said this morning his "" biggest regret "" this "" the inability of the pap to engage on the issues "".",27,"[CLS] singapore democratic party chairman paul tambyah said this morning his "" biggest regret "" this "" the inability of the pap to engage on the issues "".",31,negative
229,91,zachariahseet,2020-07-08 15:23:15,lol when a pap supporter commented on the issue of raeesah ... oof sis came out with receipts . spill the tea !!,23,[CLS] lol when a pap supporter commented on the issue of raeesah ... oof sis came out with receipts . spill the tea !!,31,negative
